question_id,section,subtopic,difficulty_tag,exam_tags,_true_correct_prob
Q02456,Quantitative Aptitude,Profit & Loss,Easy,"TCS NQT,Banking,CAT",0.743
Q02457,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,CAT",0.598
Q02458,Quantitative Aptitude,Profit & Loss,Hard,CAT,0.356
Q02459,Logical Reasoning,Ranking & Order,Medium,"General,CAT",0.509
Q02460,Verbal Ability,Synonyms & Antonyms,Easy,Banking,0.843
Q02461,Verbal Ability,Reading Comprehension,Medium,"TCS NQT,Banking",0.488
Q02462,Verbal Ability,Para Jumbles,Medium,General,0.58
Q02463,Logical Reasoning,Syllogisms,Medium,"CAT,SSC,Banking",0.598
Q02464,Logical Reasoning,Ranking & Order,Hard,TCS NQT,0.295
Q02465,Verbal Ability,Para Summary,Medium,TCS NQT,0.525
Q02466,Verbal Ability,Cloze Test,Easy,"CAT,Banking,TCS NQT",0.729
Q02467,Logical Reasoning,Cubes & Dice,Hard,"TCS NQT,General",0.366
Q02468,Quantitative Aptitude,Simple Interest,Easy,"General,CAT",0.732
Q02469,Verbal Ability,Odd One Out,Easy,"SSC,TCS NQT,Placements",0.835
Q02470,Quantitative Aptitude,Simple Interest,Hard,CAT,0.278
Q02471,Data Interpretation,Pie Charts,Easy,"Placements,TCS NQT,General",0.754
Q02472,Verbal Ability,Cloze Test,Easy,"SSC,General,Banking",0.794
Q02473,Data Interpretation,Radar/Spider Charts,Easy,"TCS NQT,Banking,Placements",0.793
Q02474,Data Interpretation,Tables,Medium,CAT,0.542
Q02475,Verbal Ability,Reading Comprehension,Medium,SSC,0.492
Q02476,Logical Reasoning,Input-Output,Medium,"General,SSC,TCS NQT",0.514
Q02477,Verbal Ability,Verbal Analogies,Easy,"Placements,General,Banking",0.696
Q02478,Logical Reasoning,Clocks & Calendars,Medium,"SSC,General,TCS NQT",0.538
Q02479,Logical Reasoning,Blood Relations,Medium,"TCS NQT,Placements,CAT",0.595
Q02480,Verbal Ability,Sentence Correction,Easy,"TCS NQT,CAT,Banking",0.856
Q02481,Verbal Ability,Fill in the Blanks,Medium,Placements,0.538
Q02482,Quantitative Aptitude,Set Theory,Easy,CAT,0.685
Q02483,Quantitative Aptitude,Algebra,Easy,General,0.856
Q02484,Data Interpretation,Radar/Spider Charts,Medium,"General,Banking,SSC",0.614
Q02485,Quantitative Aptitude,Progressions (AP/GP),Hard,"SSC,TCS NQT,General",0.291
Q02486,Logical Reasoning,Input-Output,Hard,"Placements,CAT",0.355
Q02487,Logical Reasoning,Cubes & Dice,Hard,Banking,0.403
Q02488,Verbal Ability,Sentence Correction,Hard,General,0.228
Q02489,Logical Reasoning,Statement & Assumption,Easy,"Placements,Banking,General",0.822
Q02490,Quantitative Aptitude,Ratio & Proportion,Medium,"General,SSC",0.613
Q02491,Verbal Ability,Error Spotting,Medium,"Placements,Banking",0.453
Q02492,Data Interpretation,Line Graphs,Medium,SSC,0.55
Q02493,Logical Reasoning,Blood Relations,Easy,SSC,0.755
Q02494,Quantitative Aptitude,Number System,Medium,"CAT,Placements,SSC",0.59
Q02495,Quantitative Aptitude,Mensuration,Medium,General,0.567
Q02496,Quantitative Aptitude,Progressions (AP/GP),Easy,"CAT,General",0.759
Q02497,Quantitative Aptitude,"Time, Speed & Distance",Hard,SSC,0.282
Q02498,Verbal Ability,Synonyms & Antonyms,Medium,SSC,0.575
Q02499,Data Interpretation,Line Graphs,Medium,"TCS NQT,Placements",0.528
Q02500,Logical Reasoning,Coding-Decoding,Hard,CAT,0.309
Q02501,Logical Reasoning,Coding-Decoding,Easy,"CAT,General",0.818
Q02502,Verbal Ability,Cloze Test,Medium,Banking,0.516
Q02503,Data Interpretation,Pie Charts,Easy,"Placements,SSC",0.825
Q02504,Quantitative Aptitude,Mensuration,Easy,SSC,0.789
Q02505,Logical Reasoning,Data Sufficiency,Hard,"Placements,TCS NQT,Banking",0.272
Q02506,Verbal Ability,Error Spotting,Medium,CAT,0.575
Q02507,Logical Reasoning,Direction Sense,Medium,Placements,0.519
Q02508,Logical Reasoning,Series Completion,Medium,"Banking,SSC,TCS NQT",0.419
Q02509,Quantitative Aptitude,Logarithms,Medium,"General,Placements",0.483
Q02510,Verbal Ability,Reading Comprehension,Hard,"TCS NQT,Placements,SSC",0.286
Q02511,Logical Reasoning,Direction Sense,Easy,"Placements,CAT",0.731
Q02512,Quantitative Aptitude,Set Theory,Medium,"Placements,TCS NQT",0.595
Q02513,Quantitative Aptitude,Progressions (AP/GP),Easy,"Placements,CAT",0.762
Q02514,Quantitative Aptitude,Trigonometry,Hard,"TCS NQT,CAT,Placements",0.277
Q02515,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,SSC,Banking",0.536
Q02516,Quantitative Aptitude,Permutation & Combination,Easy,"Placements,SSC",0.849
Q02517,Logical Reasoning,Data Sufficiency,Easy,"General,Banking,TCS NQT",0.741
Q02518,Logical Reasoning,Analogy,Easy,"TCS NQT,Banking",0.85
Q02519,Quantitative Aptitude,Set Theory,Medium,"General,CAT,Placements",0.542
Q02520,Verbal Ability,Sentence Correction,Easy,Banking,0.83
Q02521,Quantitative Aptitude,Ratio & Proportion,Easy,"Placements,SSC",0.758
Q02522,Quantitative Aptitude,Geometry,Medium,"TCS NQT,Placements",0.526
Q02523,Quantitative Aptitude,Linear Equations,Medium,"TCS NQT,CAT",0.556
Q02524,Logical Reasoning,Direction Sense,Easy,SSC,0.681
Q02525,Quantitative Aptitude,Mensuration,Medium,"SSC,Placements,CAT",0.538
Q02526,Quantitative Aptitude,Mensuration,Hard,"TCS NQT,SSC,Banking",0.315
Q02527,Quantitative Aptitude,Mensuration,Medium,"Banking,General",0.506
Q02528,Logical Reasoning,Data Sufficiency,Medium,"SSC,General",0.533
Q02529,Quantitative Aptitude,Quadratic Equations,Medium,Placements,0.57
Q02530,Quantitative Aptitude,Mensuration,Medium,SSC,0.616
Q02531,Verbal Ability,Cloze Test,Medium,SSC,0.499
Q02532,Verbal Ability,Para Jumbles,Medium,"TCS NQT,General",0.569
Q02533,Quantitative Aptitude,Probability,Medium,"CAT,SSC,Placements",0.611
Q02534,Quantitative Aptitude,Simple Interest,Medium,CAT,0.489
Q02535,Data Interpretation,Mixed DI Sets,Medium,TCS NQT,0.603
Q02536,Quantitative Aptitude,"Time, Speed & Distance",Hard,"Placements,SSC",0.287
Q02537,Verbal Ability,Critical Reasoning,Medium,"General,SSC",0.489
Q02538,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Placements,SSC",0.621
Q02539,Quantitative Aptitude,Number System,Easy,"SSC,General",0.807
Q02540,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,CAT",0.515
Q02541,Logical Reasoning,Analogy,Medium,"TCS NQT,Placements,Banking",0.533
Q02542,Quantitative Aptitude,Ratio & Proportion,Hard,General,0.296
Q02543,Data Interpretation,Tables,Easy,"Placements,TCS NQT",0.856
Q02544,Logical Reasoning,Cubes & Dice,Easy,"Banking,SSC,CAT",0.814
Q02545,Quantitative Aptitude,Algebra,Medium,Banking,0.579
Q02546,Verbal Ability,Error Spotting,Medium,"Placements,Banking",0.573
Q02547,Quantitative Aptitude,Mensuration,Hard,"CAT,SSC,Placements",0.266
Q02548,Verbal Ability,Verbal Analogies,Easy,SSC,0.841
Q02549,Quantitative Aptitude,Pipes & Cisterns,Easy,Banking,0.774
Q02550,Logical Reasoning,Data Sufficiency,Medium,"Placements,Banking",0.499
Q02551,Logical Reasoning,Input-Output,Easy,"Banking,TCS NQT,SSC",0.804
Q02552,Logical Reasoning,Venn Diagrams,Easy,"CAT,TCS NQT,General",0.782
Q02553,Data Interpretation,Line Graphs,Medium,SSC,0.549
Q02554,Quantitative Aptitude,Progressions (AP/GP),Medium,"TCS NQT,General,Banking",0.608
Q02555,Quantitative Aptitude,Quadratic Equations,Medium,Banking,0.545
Q02556,Verbal Ability,Para Jumbles,Medium,"Banking,Placements,General",0.606
Q02557,Verbal Ability,Para Jumbles,Medium,"TCS NQT,Banking",0.54
Q02558,Data Interpretation,Caselets,Medium,Placements,0.624
Q02559,Logical Reasoning,Puzzles,Medium,"TCS NQT,Placements,CAT",0.561
Q02560,Quantitative Aptitude,Partnership,Medium,"Banking,CAT,Placements",0.614
Q02561,Data Interpretation,Tables,Medium,Banking,0.657
Q02562,Verbal Ability,Critical Reasoning,Easy,Placements,0.777
Q02563,Data Interpretation,Caselets,Medium,"TCS NQT,CAT,Banking",0.52
Q02564,Quantitative Aptitude,Percentages,Medium,"TCS NQT,CAT",0.5
Q02565,Quantitative Aptitude,Time & Work,Easy,"Banking,General",0.786
Q02566,Quantitative Aptitude,Time & Work,Medium,Placements,0.562
Q02567,Logical Reasoning,Input-Output,Medium,"General,CAT",0.622
Q02568,Verbal Ability,Para Summary,Easy,Placements,0.787
Q02569,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Banking,General",0.623
Q02570,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,SSC,Placements",0.519
Q02571,Quantitative Aptitude,Permutation & Combination,Easy,"General,Banking,SSC",0.712
Q02572,Logical Reasoning,Series Completion,Easy,Placements,0.887
Q02573,Verbal Ability,Odd One Out,Hard,Banking,0.297
Q02574,Data Interpretation,Tables,Easy,"SSC,TCS NQT,Banking",0.715
Q02575,Logical Reasoning,Cubes & Dice,Easy,"TCS NQT,CAT",0.761
Q02576,Data Interpretation,Pie Charts,Medium,"General,Banking",0.56
Q02577,Verbal Ability,Fill in the Blanks,Medium,"General,SSC,Banking",0.489
Q02578,Data Interpretation,Line Graphs,Hard,"Placements,General",0.41
Q02579,Logical Reasoning,Input-Output,Hard,"Banking,Placements",0.354
Q02580,Logical Reasoning,Puzzles,Easy,"General,CAT",0.918
Q02581,Quantitative Aptitude,Ratio & Proportion,Easy,SSC,0.681
Q02582,Logical Reasoning,Clocks & Calendars,Hard,"CAT,Placements,Banking",0.31
Q02583,Logical Reasoning,Input-Output,Medium,"CAT,SSC,General",0.569
Q02584,Verbal Ability,Para Jumbles,Easy,"SSC,Banking,TCS NQT",0.873
Q02585,Logical Reasoning,Coding-Decoding,Easy,"Placements,TCS NQT",0.78
Q02586,Quantitative Aptitude,Percentages,Hard,"CAT,General",0.262
Q02587,Quantitative Aptitude,Set Theory,Easy,"General,Banking,TCS NQT",0.819
Q02588,Quantitative Aptitude,Algebra,Hard,"Banking,Placements,General",0.234
Q02589,Data Interpretation,Bar Graphs,Easy,SSC,0.78
Q02590,Verbal Ability,Para Jumbles,Medium,"Placements,SSC,Banking",0.548
Q02591,Quantitative Aptitude,Trigonometry,Easy,"CAT,General",0.751
Q02592,Quantitative Aptitude,Probability,Medium,"Placements,Banking,General",0.64
Q02593,Logical Reasoning,Analogy,Hard,"Placements,General",0.313
Q02594,Verbal Ability,Reading Comprehension,Easy,"CAT,Placements,SSC",0.783
Q02595,Verbal Ability,Para Jumbles,Medium,"General,Banking,Placements",0.487
Q02596,Data Interpretation,Pie Charts,Easy,"CAT,SSC,Placements",0.877
Q02597,Data Interpretation,Radar/Spider Charts,Hard,"Placements,General",0.342
Q02598,Data Interpretation,Bar Graphs,Easy,"TCS NQT,Placements,Banking",0.768
Q02599,Logical Reasoning,Syllogisms,Medium,"TCS NQT,CAT,Banking",0.514
Q02600,Logical Reasoning,Clocks & Calendars,Easy,"CAT,TCS NQT",0.754
Q02601,Data Interpretation,Bar Graphs,Medium,Banking,0.562
Q02602,Verbal Ability,Sentence Correction,Hard,SSC,0.267
Q02603,Quantitative Aptitude,Ratio & Proportion,Easy,CAT,0.847
Q02604,Quantitative Aptitude,Number System,Medium,"CAT,General",0.589
Q02605,Quantitative Aptitude,Algebra,Easy,General,0.784
Q02606,Logical Reasoning,Seating Arrangement,Hard,CAT,0.313
Q02607,Quantitative Aptitude,Surds & Indices,Hard,General,0.301
Q02608,Quantitative Aptitude,Time & Work,Easy,Banking,0.807
Q02609,Logical Reasoning,Puzzles,Easy,"SSC,TCS NQT",0.824
Q02610,Quantitative Aptitude,Set Theory,Medium,TCS NQT,0.515
Q02611,Data Interpretation,Tables,Easy,"Banking,General,CAT",0.826
Q02612,Verbal Ability,Sentence Correction,Medium,CAT,0.496
Q02613,Quantitative Aptitude,Linear Equations,Easy,"Placements,CAT",0.86
Q02614,Logical Reasoning,Ranking & Order,Medium,"SSC,CAT,Banking",0.543
Q02615,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Placements,CAT",0.529
Q02616,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,SSC,CAT",0.552
Q02617,Verbal Ability,Para Jumbles,Medium,Banking,0.622
Q02618,Logical Reasoning,Clocks & Calendars,Easy,"Banking,CAT,Placements",0.814
Q02619,Quantitative Aptitude,Averages,Hard,TCS NQT,0.352
Q02620,Logical Reasoning,Venn Diagrams,Medium,"General,Banking,Placements",0.546
Q02621,Verbal Ability,Fill in the Blanks,Medium,General,0.567
Q02622,Verbal Ability,Error Spotting,Medium,"General,Banking",0.425
Q02623,Logical Reasoning,Seating Arrangement,Easy,"CAT,TCS NQT",0.748
Q02624,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,Placements",0.639
Q02625,Quantitative Aptitude,Permutation & Combination,Medium,"General,CAT,Placements",0.581
Q02626,Quantitative Aptitude,Number System,Hard,"CAT,SSC,Placements",0.325
Q02627,Verbal Ability,Error Spotting,Hard,"Placements,TCS NQT",0.447
Q02628,Data Interpretation,Pie Charts,Hard,Placements,0.249
Q02629,Logical Reasoning,Data Sufficiency,Easy,"SSC,Placements",0.722
Q02630,Quantitative Aptitude,Compound Interest,Easy,"Placements,CAT",0.725
Q02631,Data Interpretation,Tables,Easy,"TCS NQT,Banking,SSC",0.752
Q02632,Quantitative Aptitude,Compound Interest,Easy,"SSC,CAT",0.826
Q02633,Quantitative Aptitude,Permutation & Combination,Medium,"General,SSC",0.537
Q02634,Logical Reasoning,Blood Relations,Medium,General,0.568
Q02635,Data Interpretation,Mixed DI Sets,Medium,"Placements,General",0.653
Q02636,Verbal Ability,Idioms & Phrases,Easy,General,0.808
Q02637,Logical Reasoning,Statement & Assumption,Hard,"General,Placements,Banking",0.315
Q02638,Logical Reasoning,Venn Diagrams,Easy,Banking,0.883
Q02639,Logical Reasoning,Blood Relations,Medium,Banking,0.633
Q02640,Data Interpretation,Pie Charts,Easy,CAT,0.769
Q02641,Logical Reasoning,Direction Sense,Medium,Placements,0.495
Q02642,Verbal Ability,Para Jumbles,Hard,TCS NQT,0.341
Q02643,Logical Reasoning,Series Completion,Hard,TCS NQT,0.36
Q02644,Quantitative Aptitude,Profit & Loss,Medium,"General,Banking",0.55
Q02645,Quantitative Aptitude,Mixtures & Alligations,Hard,General,0.349
Q02646,Verbal Ability,Sentence Correction,Easy,Banking,0.743
Q02647,Quantitative Aptitude,Time & Work,Medium,"Placements,SSC,TCS NQT",0.595
Q02648,Verbal Ability,Verbal Analogies,Medium,"General,Placements",0.52
Q02649,Verbal Ability,Critical Reasoning,Medium,"CAT,SSC",0.536
Q02650,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,Banking",0.862
Q02651,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,General",0.507
Q02652,Verbal Ability,Error Spotting,Easy,"Placements,Banking",0.794
Q02653,Quantitative Aptitude,Number System,Medium,"Banking,CAT",0.572
Q02654,Logical Reasoning,Clocks & Calendars,Medium,"TCS NQT,Placements,General",0.478
Q02655,Logical Reasoning,Statement & Conclusion,Easy,"Banking,SSC",0.702
Q02656,Quantitative Aptitude,Mensuration,Medium,"Banking,TCS NQT",0.476
Q02657,Logical Reasoning,Analogy,Medium,SSC,0.507
Q02658,Quantitative Aptitude,Compound Interest,Hard,"Banking,Placements,TCS NQT",0.328
Q02659,Data Interpretation,Tables,Easy,CAT,0.725
Q02660,Quantitative Aptitude,Permutation & Combination,Easy,"General,SSC,Banking",0.799
Q02661,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,SSC",0.492
Q02662,Quantitative Aptitude,Quadratic Equations,Hard,"SSC,TCS NQT",0.305
Q02663,Quantitative Aptitude,Profit & Loss,Medium,"CAT,General",0.596
Q02664,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,General,Banking",0.711
Q02665,Quantitative Aptitude,Averages,Easy,"SSC,TCS NQT,Banking",0.894
Q02666,Quantitative Aptitude,Set Theory,Easy,"SSC,CAT,Banking",0.757
Q02667,Logical Reasoning,Input-Output,Medium,"Placements,General,Banking",0.555
Q02668,Logical Reasoning,Syllogisms,Medium,"General,CAT",0.574
Q02669,Data Interpretation,Line Graphs,Hard,"TCS NQT,Banking",0.244
Q02670,Quantitative Aptitude,Surds & Indices,Medium,SSC,0.512
Q02671,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Placements,CAT",0.558
Q02672,Verbal Ability,Para Jumbles,Easy,General,0.785
Q02673,Verbal Ability,Error Spotting,Medium,"Banking,TCS NQT",0.647
Q02674,Data Interpretation,Pie Charts,Medium,"Placements,Banking,General",0.563
Q02675,Quantitative Aptitude,Geometry,Medium,"General,SSC",0.524
Q02676,Data Interpretation,Venn-based DI,Medium,"General,Banking,SSC",0.484
Q02677,Logical Reasoning,Input-Output,Easy,"CAT,General,SSC",0.733
Q02678,Quantitative Aptitude,Compound Interest,Medium,"General,Placements",0.505
Q02679,Quantitative Aptitude,Pipes & Cisterns,Medium,"General,SSC",0.559
Q02680,Logical Reasoning,Blood Relations,Easy,Banking,0.798
Q02681,Quantitative Aptitude,Number System,Medium,CAT,0.476
Q02682,Logical Reasoning,Input-Output,Easy,"Banking,SSC,General",0.89
Q02683,Logical Reasoning,Coding-Decoding,Medium,SSC,0.488
Q02684,Quantitative Aptitude,Time & Work,Easy,"Placements,General,Banking",0.822
Q02685,Data Interpretation,Line Graphs,Hard,"CAT,Banking,Placements",0.264
Q02686,Quantitative Aptitude,Time & Work,Medium,CAT,0.494
Q02687,Quantitative Aptitude,Pipes & Cisterns,Medium,Placements,0.597
Q02688,Quantitative Aptitude,Averages,Hard,"Banking,TCS NQT",0.303
Q02689,Verbal Ability,Para Jumbles,Easy,"Placements,CAT,SSC",0.742
Q02690,Quantitative Aptitude,Profit & Loss,Easy,"CAT,SSC",0.782
Q02691,Logical Reasoning,Seating Arrangement,Medium,"CAT,TCS NQT",0.516
Q02692,Quantitative Aptitude,Ratio & Proportion,Hard,"Banking,CAT",0.358
Q02693,Quantitative Aptitude,Number System,Medium,SSC,0.496
Q02694,Logical Reasoning,Blood Relations,Medium,"TCS NQT,CAT,General",0.678
Q02695,Quantitative Aptitude,"Time, Speed & Distance",Medium,"CAT,Banking,SSC",0.572
Q02696,Logical Reasoning,Analogy,Medium,"SSC,TCS NQT",0.514
Q02697,Quantitative Aptitude,Geometry,Medium,"SSC,General",0.547
Q02698,Verbal Ability,Fill in the Blanks,Easy,SSC,0.746
Q02699,Logical Reasoning,Ranking & Order,Hard,"TCS NQT,CAT",0.344
Q02700,Logical Reasoning,Data Sufficiency,Medium,"CAT,General",0.574
Q02701,Quantitative Aptitude,Mensuration,Easy,"Banking,Placements,CAT",0.779
Q02702,Verbal Ability,Verbal Analogies,Easy,TCS NQT,0.735
Q02703,Verbal Ability,Critical Reasoning,Medium,"Placements,SSC,Banking",0.46
Q02704,Logical Reasoning,Analogy,Easy,"Banking,Placements,CAT",0.854
Q02705,Quantitative Aptitude,Set Theory,Hard,"CAT,SSC",0.282
Q02706,Verbal Ability,Reading Comprehension,Easy,"SSC,Banking,Placements",0.835
Q02707,Logical Reasoning,Analogy,Easy,"General,TCS NQT",0.75
Q02708,Verbal Ability,Para Jumbles,Medium,"Banking,General",0.462
Q02709,Data Interpretation,Pie Charts,Easy,"Banking,SSC,Placements",0.933
Q02710,Data Interpretation,Line Graphs,Easy,"TCS NQT,General,CAT",0.805
Q02711,Logical Reasoning,Direction Sense,Hard,"CAT,SSC",0.325
Q02712,Quantitative Aptitude,Surds & Indices,Medium,"Banking,Placements,General",0.533
Q02713,Data Interpretation,Pie Charts,Medium,"General,TCS NQT",0.521
Q02714,Data Interpretation,Tables,Medium,Placements,0.546
Q02715,Quantitative Aptitude,Time & Work,Medium,"General,CAT,TCS NQT",0.497
Q02716,Quantitative Aptitude,Geometry,Easy,"CAT,Placements,SSC",0.797
Q02717,Logical Reasoning,Ranking & Order,Medium,"Placements,SSC",0.617
Q02718,Data Interpretation,Radar/Spider Charts,Medium,"CAT,Placements,Banking",0.551
Q02719,Quantitative Aptitude,Profit & Loss,Medium,"SSC,Placements,CAT",0.628
Q02720,Verbal Ability,Cloze Test,Medium,"Banking,General",0.452
Q02721,Data Interpretation,Venn-based DI,Easy,"Placements,General",0.786
Q02722,Logical Reasoning,Statement & Conclusion,Easy,SSC,0.766
Q02723,Logical Reasoning,Seating Arrangement,Medium,CAT,0.549
Q02724,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Placements,CAT",0.547
Q02725,Verbal Ability,Verbal Analogies,Medium,"Placements,SSC",0.518
Q02726,Quantitative Aptitude,Quadratic Equations,Hard,"General,CAT,SSC",0.285
Q02727,Data Interpretation,Bar Graphs,Medium,"TCS NQT,Placements,Banking",0.589
Q02728,Quantitative Aptitude,Geometry,Hard,"SSC,Placements",0.211
Q02729,Logical Reasoning,Statement & Assumption,Hard,Banking,0.335
Q02730,Verbal Ability,Reading Comprehension,Medium,"Banking,SSC,Placements",0.589
Q02731,Verbal Ability,Critical Reasoning,Medium,Banking,0.565
Q02732,Verbal Ability,Cloze Test,Medium,"Placements,TCS NQT",0.552
Q02733,Data Interpretation,Caselets,Easy,General,0.798
Q02734,Logical Reasoning,Syllogisms,Hard,"SSC,General,CAT",0.257
Q02735,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,Banking,Placements",0.522
Q02736,Verbal Ability,Odd One Out,Hard,"General,Banking",0.302
Q02737,Quantitative Aptitude,Percentages,Medium,"Placements,General",0.492
Q02738,Quantitative Aptitude,Pipes & Cisterns,Hard,General,0.316
Q02739,Logical Reasoning,Syllogisms,Easy,Banking,0.825
Q02740,Verbal Ability,Error Spotting,Medium,"SSC,Placements",0.501
Q02741,Quantitative Aptitude,Number System,Hard,"Banking,SSC,General",0.221
Q02742,Logical Reasoning,Analogy,Medium,"Banking,General",0.503
Q02743,Data Interpretation,Pie Charts,Hard,"General,SSC,TCS NQT",0.338
Q02744,Verbal Ability,Error Spotting,Hard,General,0.279
Q02745,Quantitative Aptitude,Probability,Medium,"CAT,Placements",0.59
Q02746,Quantitative Aptitude,Algebra,Medium,"CAT,SSC,Banking",0.522
Q02747,Quantitative Aptitude,Set Theory,Easy,TCS NQT,0.848
Q02748,Verbal Ability,Synonyms & Antonyms,Hard,"General,Banking",0.32
Q02749,Quantitative Aptitude,Mixtures & Alligations,Medium,Placements,0.536
Q02750,Logical Reasoning,Series Completion,Medium,"Placements,CAT,SSC",0.549
